"season","team","total_points","total_yards","rz_eff","rz_td_eff","rz_fg_eff","total_to","def_td","spec_tds"
2022,"IND",289,5298,0.770833333333333,0.458333333333333,0.3125,33,2,0
2022,"JAX",404,6075,0.862068965517241,0.53448275862069,0.327586206896552,22,4,0
2022,"KC",496,7032,0.89041095890411,0.684931506849315,0.205479452054795,18,2,0
2022,"LA",307,4769,0.933333333333333,0.555555555555556,0.377777777777778,23,1,0
2022,"LAC",391,6108,0.901639344262295,0.540983606557377,0.360655737704918,18,1,0
2022,"LV",395,5993,0.872340425531915,0.48936170212766,0.382978723404255,21,3,0
2022,"MIA",397,6197,0.88,0.6,0.28,21,2,1
2022,"MIN",424,6145,0.890625,0.625,0.265625,23,1,1
2022,"NE",364,5348,0.844444444444444,0.422222222222222,0.422222222222222,23,7,4
2022,"NO",330,5674,0.854166666666667,0.520833333333333,0.333333333333333,24,1,0
2022,"NYG",365,5676,0.897959183673469,0.63265306122449,0.26530612244898,13,2,0
2022,"NYJ",296,5409,0.782608695652174,0.434782608695652,0.347826086956522,23,0,0
2022,"PHI",477,6614,0.915254237288136,0.677966101694915,0.23728813559322,19,2,0
2022,"PIT",308,5484,0.811320754716981,0.509433962264151,0.30188679245283,17,1,0
2022,"SEA",407,5976,0.928571428571429,0.464285714285714,0.464285714285714,21,1,0
2022,"SF",450,6216,0.841269841269841,0.53968253968254,0.301587301587302,17,3,0
2022,"TB",313,5894,0.84,0.52,0.32,20,1,0
2022,"TEN",298,5045,0.904761904761905,0.642857142857143,0.261904761904762,20,1,0
2022,"WAS",321,5615,0.787234042553192,0.51063829787234,0.276595744680851,23,3,0
