"game_id","week","team","starting_line"
"2022_15_MIA_BUF",15,"MIA","Brandon Shell, Connor Williams, Robert Hunt, Robert Jones, Terron Armstead"
"2022_15_NE_LV",15,"LV","Andre James, Hroniss Grasu, Jermaine Eluemunor, Jordan Meredith, Kolton Miller"
"2022_15_NE_LV",15,"NE","Cole Strange, Conor McDermott, David Andrews, Michael Onwenu, Trent Brown"
"2022_15_NYG_WAS",15,"NYG","Andrew Thomas, Ben Bredeson, Evan Neal, Jon Feliciano, Mark Glowinski"
"2022_15_NYG_WAS",15,"WAS","Andrew Norwell, Charles Leno Jr., Cornelius Lucas, Trai Turner, Wes Schweitzer"
"2022_15_PHI_CHI",15,"CHI","Braxton Jones, Cody Whitehair, Michael Schofield, Riley Reiff, Sam Mustipher"
"2022_15_PHI_CHI",15,"PHI","Isaac Seumalo, Jason Kelce, Jordan Mailata, Landon Dickerson, Lane Johnson"
"2022_15_PIT_CAR",15,"CAR","Austin Corbett, Bradley Bozeman, Brady Christensen, Ikem Ekwonu, Taylor Moton"
"2022_15_PIT_CAR",15,"PIT","Chukwuma Okorafor, Dan Moore, James Daniels, Kevin Dotson, Mason Cole"
"2022_15_SF_SEA",15,"SEA","Abraham Lucas, Austin Blythe, Charles Cross, Damien Lewis, Gabe Jackson"
"2022_15_SF_SEA",15,"SF","Aaron Banks, Daniel Brunskill, Jake Brendel, Mike McGlinchey, Trent Williams"
"2022_15_TEN_LAC",15,"LAC","Corey Linsley, Jamaree Salyer, Matt Feiler, Trey Pipkins, Zion Johnson"
"2022_15_TEN_LAC",15,"TEN","Aaron Brewer, Ben Jones, Dennis Daley, Nate Davis, Nicholas Petit-Frere"
