"team","season","team_conf","team_division","week","div_game","wins","loss","tie","div_w","div_l","div_t","div_rank","team_score","opponent_score","points_for","points_agg","week_diff","points_per_game","points_agg_game","rolling_earlydown_epa","rolling_epaper_play","rolling_success_play","rolling_db_epa","rolling_rush_success","playoffs"
"STL",2014,"NFC","NFC West",6,1,15,20,1,5,6,1,4,17,31,748,862,-114,20.2162162162162,23.2972972972973,NA,NA,NA,NA,NA,"0"
"TB",2014,"NFC","NFC South",6,0,12,25,0,4,11,0,4,17,48,797,987,-190,20.9736842105263,25.9736842105263,-0.612717399176221,-0.092764758490895,45.7142857142857,-0.146324891971045,50,"0"
"TEN",2014,"AFC","AFC South",6,1,14,23,0,3,10,0,4,16,14,796,1005,-209,20.9473684210526,26.4473684210526,-3.48706820965834,-0.030705041003928,36.8421052631579,0.0860949683660045,31.8181818181818,"0"
"WAS",2014,"NFC","NFC East",6,0,14,23,0,5,9,0,4,20,30,902,1032,-130,23.7368421052632,27.1578947368421,1.05131995178427,-0.145131540704714,46.6666666666667,-0.145983926840561,35.2941176470588,"0"
"ARI",2014,"NFC","NFC West",7,0,19,18,0,4,9,0,2,24,13,769,800,-31,20.2368421052632,21.0526315789474,-4.93031836336674,0.107629228620164,48,0.316420008284407,43.2432432432432,"1"
"ATL",2014,"NFC","NFC South",7,0,19,19,0,6,8,0,3,7,29,943,941,2,24.1794871794872,24.1282051282051,0.826986747927877,-0.24867868920699,36.3636363636364,-0.249464816903962,25,"0"
"BAL",2014,"AFC","AFC North",7,0,22,16,0,9,6,0,3,29,7,911,800,111,23.3589743589744,20.5128205128205,-0.637213062630395,0.0677247266230104,43.2835820895522,0.332931553363931,34.2857142857143,"1"
"BUF",2014,"AFC","AFC East",7,0,15,23,0,6,8,0,2,17,16,818,965,-147,20.974358974359,24.7435897435897,-2.0337748902444,-0.103848605523176,44.1176470588235,-0.127915136575315,33.3333333333333,"0"
"CAR",2014,"NFC","NFC South",7,0,22,15,1,9,4,0,1,17,38,881,799,82,22.5897435897436,20.4871794871795,0.995654249172312,-0.0781011891453839,52.8571428571429,0.0356970687645365,52.3809523809524,"1"
"CHI",2014,"NFC","NFC North",7,0,21,17,0,5,8,0,4,14,27,977,926,51,25.0512820512821,23.7435897435897,-1.30625982574567,-0.229091942623337,41.5094339622642,-0.333661066659261,38.4615384615385,"0"
"CIN",2014,"AFC","AFC North",7,0,24,12,1,7,6,0,2,0,27,955,765,190,25.1315789473684,20.1315789473684,1.22464220931809,-0.475423568664285,25,-0.52109646584193,25,"1"
"CLE",2014,"AFC","AFC North",7,0,12,25,0,5,10,0,4,6,24,750,913,-163,19.7368421052632,24.0263157894737,-0.748201350835654,-0.440275521284611,22.972972972973,-0.47776704901343,13.7931034482759,"0"
"DAL",2014,"NFC","NFC East",7,1,21,17,0,8,4,0,1,31,21,1011,979,32,25.9230769230769,25.1025641025641,1.97930843902726,0.247347691282516,40.9836065573771,0.754992078668483,28.5714285714286,"1"
"DEN",2014,"AFC","AFC West",7,0,30,7,0,12,1,0,1,42,17,1276,809,467,33.5789473684211,21.2894736842105,7.43030676857042,0.415213432363153,52.6315789473684,0.701722488306586,40,"1"
"DET",2014,"NFC","NFC North",7,0,15,23,0,6,8,0,2,24,23,907,918,-11,23.2564102564103,23.5384615384615,-2.07489337200141,-0.0044114137619227,38.5714285714286,0.0308729310168976,30.4347826086957,"1"
"GB",2014,"NFC","NFC North",7,0,23,14,1,10,4,1,1,38,17,1049,911,138,26.8974358974359,23.3589743589744,2.44101754403558,0.298185580210883,54.5454545454545,0.463666323401147,54.1666666666667,"1"
"HOU",2014,"AFC","AFC South",7,0,17,21,0,6,7,0,2,23,30,847,909,-62,21.7179487179487,23.3076923076923,-0.353489899052548,0.00310345279662391,44.4444444444444,0.0826963553341112,36,"0"
"IND",2014,"AFC","AFC South",7,0,26,12,0,13,2,0,1,27,0,964,859,105,24.7179487179487,22.025641025641,1.79734839202384,0.0588757149967538,53.1645569620253,0.200307179604908,57.5757575757576,"1"
"JAX",2014,"AFC","AFC South",7,0,6,32,0,5,9,0,3,24,6,607,1084,-477,15.5641025641026,27.7948717948718,-5.59597083501695,-0.225571499488344,38.8888888888889,-0.536301303704606,45.7142857142857,"0"
"KC",2014,"AFC","AFC West",7,1,15,22,0,2,11,0,2,23,20,783,851,-68,20.6052631578947,22.3947368421053,-1.83482588930393,0.160071964264541,47.2972972972973,0.363644093011167,33.3333333333333,"0"
"MIA",2014,"AFC","AFC East",7,0,17,20,0,5,9,0,3,27,14,752,790,-38,19.7894736842105,20.7894736842105,-0.486456571792286,0.21183207772673,51.4705882352941,0.349813435493757,38.7096774193548,"0"
"MIN",2014,"NFC","NFC North",7,0,17,20,1,6,7,1,3,16,17,890,988,-98,22.8205128205128,25.3333333333333,-1.09927219241595,-0.169245329373187,33.3333333333333,-0.258254900030723,36.6666666666667,"0"
"NE",2014,"AFC","AFC East",7,1,28,10,0,11,3,0,1,27,25,1188,823,365,30.4615384615385,21.1025641025641,5.79956920018115,0.151734172625769,35.0877192982456,0.239676638664534,31.25,"1"
"NO",2014,"NFC","NFC South",7,0,20,17,0,9,5,0,2,23,24,1030,923,107,27.1052631578947,24.2894736842105,4.07982360650127,-0.0571448637612343,41.6666666666667,0.103675002946057,40.9090909090909,"0"
"NYG",2014,"NFC","NFC East",7,1,19,19,0,7,7,0,3,21,31,877,896,-19,22.4871794871795,22.974358974359,-1.41060356110687,0.0620797858411808,41.2698412698413,0.260327936656387,24,"0"
"NYJ",2014,"AFC","AFC East",7,1,15,23,0,5,7,0,4,25,27,692,947,-255,17.7435897435897,24.2820512820513,-5.52726546859315,0.150122566698784,52.9411764705882,0.222773298428437,52.6315789473684,"0"
"OAK",2014,"AFC","AFC West",7,0,8,29,0,3,10,0,4,13,24,704,1054,-350,18.5263157894737,27.7368421052632,NA,NA,NA,NA,NA,"0"
"PIT",2014,"AFC","AFC North",7,0,19,19,0,8,7,0,1,30,23,869,846,23,22.2820512820513,21.6923076923077,-0.37241697596794,0.0620390184636384,44.2622950819672,0.230531824625905,36.3636363636364,"1"
"SD",2014,"AFC","AFC West",7,1,21,17,0,9,4,0,3,20,23,930,812,118,23.8461538461538,20.8205128205128,NA,NA,NA,NA,NA,"0"
"SEA",2014,"NFC","NFC West",7,1,27,10,0,7,5,0,1,26,28,988,617,371,26,16.2368421052632,3.46437088755273,0.253068961484067,42.8571428571429,0.508837645362946,29.6296296296296,"1"
"SF",2014,"NFC","NFC West",7,0,27,10,1,9,4,1,3,17,42,961,710,251,24.6410256410256,18.2051282051282,1.58494051787949,-0.0338254422012118,41.8918918918919,-0.01236486168856,33.3333333333333,"0"
"STL",2014,"NFC","NFC West",7,1,15,21,1,5,7,1,4,28,26,776,888,-112,20.4210526315789,23.3684210526316,NA,NA,NA,NA,NA,"0"
"TEN",2014,"AFC","AFC South",7,0,15,23,0,4,10,0,4,17,19,813,1024,-211,20.8461538461538,26.2564102564103,-3.55759541861448,-0.0478162515779503,33.9285714285714,0.0537657368293351,30.4347826086957,"0"
"WAS",2014,"NFC","NFC East",7,0,14,24,0,5,9,0,4,19,17,921,1049,-128,23.6153846153846,26.8974358974359,0.966542869824877,-0.036549910165201,43.5483870967742,0.0176917599366933,40,"0"
"ARI",2014,"NFC","NFC West",8,0,20,18,0,4,9,0,2,24,20,793,820,-27,20.3333333333333,21.025641025641,-5.11159426359005,0.03113612996448,35.7142857142857,0.167037667653361,39.1304347826087,"1"
"ATL",2014,"NFC","NFC South",8,0,19,20,0,6,8,0,3,21,22,964,963,1,24.1,24.075,0.872762045959532,0.0960262971425739,50,0.236930537465793,36,"0"
"BAL",2014,"AFC","AFC North",8,1,23,16,0,9,6,0,3,24,27,935,827,108,23.375,20.675,-0.616250669159812,-0.0507235064157319,42.8571428571429,-0.207621329071328,50,"1"
"BUF",2014,"AFC","AFC East",8,1,16,23,0,6,8,0,2,43,23,861,988,-127,21.525,24.7,-1.96551669584733,0.0487029386728299,35.1851851851852,0.422683728914207,25.8064516129032,"0"
"CAR",2014,"NFC","NFC South",8,0,22,16,1,9,4,0,1,9,13,890,812,78,22.25,20.3,0.91938835373103,-0.212073736621987,44.8275862068966,-0.263708326177608,50,"1"
"CHI",2014,"NFC","NFC North",8,0,21,18,0,5,8,0,4,23,51,1000,977,23,25,24.425,-1.15071963701249,0.0282023546551771,53.7313432835821,-0.0623494339538965,57.6923076923077,"0"
"CIN",2014,"AFC","AFC North",8,1,24,13,1,7,6,0,2,27,24,982,789,193,25.1794871794872,20.2307692307692,0.869818411352567,-0.0035460925536432,44.1176470588235,-0.0757109276252627,44.1176470588235,"1"
"CLE",2014,"AFC","AFC North",8,0,12,26,0,5,10,0,4,23,13,773,926,-153,19.8205128205128,23.7435897435897,-0.612657305231025,-0.0441467214325358,36.3636363636364,0.162925714116671,20.8333333333333,"0"
"DAL",2014,"NFC","NFC East",8,1,22,17,0,9,4,0,1,17,20,1028,999,29,25.7,24.975,2.00873669964894,-0.0311165317604753,46.1538461538462,-0.042663269399503,48,"1"
"DEN",2014,"AFC","AFC West",8,1,31,7,0,12,1,0,1,35,21,1311,830,481,33.6153846153846,21.2820512820513,7.62124913530621,0.342036168631462,55.8823529411765,0.571009032892219,46.6666666666667,"1"
"DET",2014,"NFC","NFC North",8,0,16,23,0,6,8,0,2,22,21,929,939,-10,23.225,23.475,-2.04735951522974,0.0910875754787269,46.4788732394366,0.238476900192072,34.7826086956522,"1"
"GB",2014,"NFC","NFC North",8,0,24,14,1,10,4,1,1,23,44,1072,955,117,26.8,23.875,2.51046273011427,0.0726346822255795,51.4705882352941,0.168911251123368,29.4117647058824,"1"
"HOU",2014,"AFC","AFC South",8,1,17,22,0,6,7,0,2,30,16,877,925,-48,21.925,23.125,-0.238534493930547,0.136761985167883,41.25,0.197326908684626,39.4736842105263,"0"
"IND",2014,"AFC","AFC South",8,0,27,12,0,13,2,0,1,34,51,998,910,88,24.95,22.75,1.76375166455786,0.175052645427129,52.3076923076923,0.168649332556533,42.8571428571429,"1"
"JAX",2014,"AFC","AFC South",8,0,7,32,0,5,9,0,3,13,27,620,1111,-491,15.5,27.775,-5.95114920360756,-0.216455757856698,33.8028169014084,-0.420681871018757,34.6153846153846,"0"
"KC",2014,"AFC","AFC West",8,0,16,22,0,3,11,0,2,34,7,817,858,-41,20.9487179487179,22,-1.86436165287459,0.12853070041683,43.9393939393939,0.383990186706516,33.3333333333333,"0"
"MIA",2014,"AFC","AFC East",8,0,18,20,0,5,9,0,3,27,13,779,803,-24,19.974358974359,20.5897435897436,-0.694063934960758,-0.0169057003333358,44.8275862068966,-0.216526491832014,56.5217391304348,"0"
"MIN",2014,"NFC","NFC North",8,0,17,21,1,6,7,1,3,19,13,909,1001,-92,22.725,25.025,-1.07836758646176,-0.0251078205066265,43.4782608695652,-0.00801235516718649,33.3333333333333,"0"
"NE",2014,"AFC","AFC East",8,0,29,10,0,12,3,0,1,51,23,1239,846,393,30.975,21.15,6.05970454918575,0.358295098304556,56.1643835616438,0.843243274596755,30.3030303030303,"1"
"NO",2014,"NFC","NFC South",8,0,20,18,0,9,5,0,2,44,23,1074,946,128,27.5384615384615,24.2564102564103,4.60106780437248,0.277892027711611,64.7058823529412,0.515479930988977,58.0645161290323,"0"
"NYJ",2014,"AFC","AFC East",8,1,15,24,0,5,8,0,4,23,43,715,990,-275,17.875,24.75,-6.01464944308778,-0.267856357796664,38.2716049382716,-0.426496958416045,41.3793103448276,"0"
"OAK",2014,"AFC","AFC West",8,0,8,30,0,3,10,0,4,13,23,717,1077,-360,18.3846153846154,27.6153846153846,NA,NA,NA,NA,NA,"0"
"PHI",2014,"NFC","NFC East",8,0,19,19,0,7,7,0,2,20,24,925,982,-57,23.7179487179487,25.1794871794872,-0.995695177296326,-0.0708020607285798,43.4782608695652,-0.0806567025835535,60,"0"
"PIT",2014,"AFC","AFC North",8,0,20,19,0,8,7,0,1,51,34,920,880,40,23,22,-0.0899076110642248,0.343009687246929,54.2168674698795,0.760676627923967,27.2727272727273,"1"
"SD",2014,"AFC","AFC West",8,1,21,18,0,9,5,0,3,21,35,951,847,104,23.775,21.175,NA,NA,NA,NA,NA,"0"
"SEA",2014,"NFC","NFC West",8,0,27,11,0,7,6,0,1,13,9,1001,626,375,25.6666666666667,16.0512820512821,3.29894392041699,-0.0211633928549056,48.3333333333333,0.144143513018672,54.1666666666667,"1"
"STL",2014,"NFC","NFC West",8,0,16,21,1,6,7,1,4,7,34,783,922,-139,20.0769230769231,23.6410256410256,NA,NA,NA,NA,NA,"0"
"TB",2014,"NFC","NFC South",8,0,12,26,0,4,11,0,4,13,19,810,1006,-196,20.7692307692308,25.7948717948718,-0.834982960588071,-0.260465973259222,31.6666666666667,-0.39349607011178,28.5714285714286,"0"
"TEN",2014,"AFC","AFC South",8,1,15,24,0,4,10,0,4,16,30,829,1054,-225,20.725,26.35,-3.62705711007931,-0.188114870814629,35.5932203389831,-0.175726931937544,23.0769230769231,"0"
"WAS",2014,"NFC","NFC East",8,1,15,24,0,5,9,0,4,20,17,941,1066,-125,23.525,26.65,1.02753889310036,0.0890214038812301,46.969696969697,0.132026420490658,37.9310344827586,"0"
"ARI",2014,"NFC","NFC West",9,0,21,18,0,4,9,0,2,28,17,821,837,-16,20.525,20.925,-5.07086491078562,0.0566956385191029,41.5384615384615,0.17209609079469,34.4827586206897,"1"
"BAL",2014,"AFC","AFC North",9,1,23,17,0,9,7,0,3,23,43,958,870,88,23.3658536585366,21.219512195122,-0.78124331040893,-0.18396810026347,47.8260869565217,-0.0906471275401736,38.8888888888889,"1"
"CAR",2014,"NFC","NFC South",9,1,22,17,1,9,4,0,1,10,28,900,840,60,21.9512195121951,20.4878048780488,0.653681007894903,-0.212430930817525,38.5964912280702,-0.262427353563034,47.6190476190476,"1"
"CIN",2014,"AFC","AFC North",9,0,25,13,1,8,6,0,2,33,23,1015,812,203,25.375,20.3,1.01927697580686,0.0986811951298756,42.6470588235294,0.0817435171700623,38.2352941176471,"1"
"CLE",2014,"AFC","AFC North",9,0,13,26,0,5,10,0,4,22,17,795,943,-148,19.875,23.575,-0.937132354877316,-0.18732323415928,36.3636363636364,-0.164042557471396,30.7692307692308,"0"
"DAL",2014,"NFC","NFC East",9,0,22,18,0,9,5,0,1,17,28,1045,1027,18,25.4878048780488,25.0487804878049,1.84883078092406,-0.185218356323619,39.0625,-0.147334880528113,36,"1"
"DEN",2014,"AFC","AFC West",9,0,32,7,0,13,1,0,1,21,43,1332,873,459,33.3,21.825,7.50189529949875,-0.070059888203495,40.5063291139241,-0.0137877621521225,12.5,"1"
"HOU",2014,"AFC","AFC South",9,0,18,22,0,7,7,0,2,21,31,898,956,-58,21.9024390243902,23.3170731707317,-0.274213132302177,-0.00919512037197165,36.6666666666667,0.059339553851021,22.7272727272727,"0"
"IND",2014,"AFC","AFC South",9,0,27,13,0,13,2,0,1,40,24,1038,934,104,25.3170731707317,22.780487804878,1.98516462369142,0.176554120595334,41.3333333333333,0.275913821639403,42.3076923076923,"1"
"JAX",2014,"AFC","AFC South",9,0,7,33,0,5,9,0,3,23,33,643,1144,-501,15.6829268292683,27.9024390243902,-5.70191376286,0.0212659857971616,41.9354838709677,-0.0143858303703406,36,"0"
"KC",2014,"AFC","AFC West",9,0,17,22,0,3,11,0,2,24,10,841,868,-27,21.025,21.7,-1.651469788939,0.207867673830588,49.1228070175439,0.28659006297175,41.6666666666667,"0"
"MIA",2014,"AFC","AFC East",9,0,19,20,0,5,9,0,3,37,0,816,803,13,20.4,20.075,-0.58569447051103,0.156152820498952,53.9473684210526,0.463554264302964,47.0588235294118,"0"
"MIN",2014,"NFC","NFC North",9,0,18,21,1,6,7,1,3,29,26,938,1027,-89,22.8780487804878,25.0487804878049,-0.972160173398543,0.111459166602193,43.0555555555556,0.200830662924613,40,"0"
"NE",2014,"AFC","AFC East",9,0,30,10,0,12,3,0,1,43,21,1282,867,415,31.2682926829268,21.1463414634146,6.04730036117286,0.059322233271277,46.9879518072289,0.216984600524373,36,"1"
"NO",2014,"NFC","NFC South",9,1,21,18,0,9,5,0,2,28,10,1102,956,146,27.55,23.9,4.53356913351236,0.125378848985635,46.5753424657534,0.162446033075237,38.2352941176471,"0"
"NYG",2014,"NFC","NFC East",9,0,19,20,0,7,8,0,3,24,40,901,936,-35,22.525,23.4,-1.2998786632295,-0.0176266687491276,36.8421052631579,0.0540392371162733,21.0526315789474,"0"
"NYJ",2014,"AFC","AFC East",9,0,15,25,0,5,9,0,4,10,24,725,1014,-289,17.6829268292683,24.7317073170732,-5.72417612639632,-0.0740403876681972,44.9275362318841,-0.119031055355056,40.7407407407407,"0"
"OAK",2014,"AFC","AFC West",9,0,8,31,0,3,10,0,4,24,30,741,1107,-366,18.525,27.675,NA,NA,NA,NA,NA,"0"
"PHI",2014,"NFC","NFC East",9,0,19,20,0,7,7,0,2,31,21,956,1003,-47,23.9,25.075,-1.05331880587987,0.10273015564436,56.7901234567901,0.0373291689591034,57.8947368421053,"0"
"PIT",2014,"AFC","AFC North",9,1,21,19,0,8,7,0,1,43,23,963,903,60,23.4878048780488,22.0243902439024,-0.0124367455835076,0.222511804024048,43.4782608695652,0.630347827966542,26.9230769230769,"1"
"SD",2014,"AFC","AFC West",9,0,21,19,0,9,6,0,3,0,37,951,884,67,23.1951219512195,21.5609756097561,NA,NA,NA,NA,NA,"0"
"SEA",2014,"NFC","NFC West",9,0,28,11,0,7,6,0,1,30,24,1031,650,381,25.775,16.25,3.16018869186159,0.0011990687081191,41.025641025641,0.0236668966172187,50,"1"
"SF",2014,"NFC","NFC West",9,1,27,11,1,9,4,1,3,10,13,971,723,248,24.275,18.075,1.35421985738749,-0.155666065683679,43.2835820895522,-0.0839837836842856,35,"0"
"STL",2014,"NFC","NFC West",9,1,16,22,1,6,7,1,4,13,10,796,932,-136,19.9,23.3,NA,NA,NA,NA,NA,"0"
"TB",2014,"NFC","NFC South",9,0,12,27,0,4,11,0,4,17,22,827,1028,-201,20.675,25.7,-0.795948598765406,-0.0832025048838097,43.9393939393939,-0.0918549554830064,41.6666666666667,"0"
"WAS",2014,"NFC","NFC East",9,0,16,24,0,6,9,0,4,26,29,967,1095,-128,23.5853658536585,26.7073170731707,1.13924882491113,0.129225496248628,49.2307692307692,0.179778000447027,51.8518518518518,"0"
"ARI",2014,"NFC","NFC West",10,1,22,18,0,4,9,0,2,31,14,852,851,1,20.780487804878,20.7560975609756,-5.0052677481823,-0.105963952697453,36.9230769230769,0.00204692837848261,21.0526315789474,"1"
"ATL",2014,"NFC","NFC South",10,1,19,21,0,6,8,0,3,27,17,991,980,11,24.1707317073171,23.9024390243902,0.854542805320754,0.200050665993126,47.6190476190476,0.358910128923614,48,"0"
"BAL",2014,"AFC","AFC North",10,0,23,18,0,9,8,0,3,21,7,979,877,102,23.3095238095238,20.8809523809524,-0.669284841397369,0.113805814865918,36.6666666666667,0.156955933341773,31.25,"1"
"BUF",2014,"AFC","AFC East",10,0,17,23,0,7,8,0,2,13,17,874,1005,-131,21.3170731707317,24.5121951219512,-1.98343856597998,-0.106773320021541,42.4657534246575,-0.0610525370237611,45,"0"
"CAR",2014,"NFC","NFC South",10,0,22,18,1,9,5,0,1,21,45,921,885,36,21.9285714285714,21.0714285714286,0.0528564465510596,-0.282126695013509,37.8048780487805,-0.27767205357668,30,"1"
"CHI",2014,"NFC","NFC North",10,1,21,19,0,5,8,0,4,14,55,1014,1032,-18,24.7317073170732,25.1707317073171,-1.31529696103206,-0.381602744927669,38.0281690140845,-0.422557185982516,22.7272727272727,"0"
"CIN",2014,"AFC","AFC North",10,1,26,13,1,8,6,0,2,3,24,1018,836,182,24.8292682926829,20.390243902439,0.478232699697667,-0.474041040492656,27.9411764705882,-0.528519228002251,35,"1"
"CLE",2014,"AFC","AFC North",10,1,14,26,0,5,10,0,4,24,3,819,946,-127,19.9756097560976,23.0731707317073,-0.7922081507638,0.10284243596686,46.0526315789474,0.442693973258531,41.1764705882353,"0"
"DAL",2014,"NFC","NFC East",10,0,22,19,0,9,5,0,1,31,17,1076,1044,32,25.6190476190476,24.8571428571429,2.06770529037922,0.112089383881192,36.6666666666667,0.23274785095252,33.3333333333333,"1"
"DEN",2014,"AFC","AFC West",10,1,32,8,0,13,1,0,1,41,17,1373,890,483,33.4878048780488,21.7073170731707,7.14164778445268,0.129882134978344,48.7179487179487,0.198504122338506,48,"1"
"DET",2014,"NFC","NFC North",10,0,17,23,0,6,8,0,2,20,16,949,955,-6,23.1463414634146,23.2926829268293,-2.03912556578812,-0.0417255049365813,41.1764705882353,0.101891279472914,35,"1"
"GB",2014,"NFC","NFC North",10,1,24,15,1,10,4,1,1,55,14,1127,969,158,27.4878048780488,23.6341463414634,2.66856945173083,0.258445829685725,47.7611940298507,0.710941474617889,42.4242424242424,"1"
"JAX",2014,"AFC","AFC South",10,0,7,34,0,5,9,0,3,17,31,660,1175,-515,15.7142857142857,27.9761904761905,-5.54414591507693,-0.0946329980227996,38.5714285714286,0.0485691472255139,21.7391304347826,"0"
"KC",2014,"AFC","AFC West",10,0,18,22,0,3,11,0,2,17,13,858,881,-23,20.9268292682927,21.4878048780488,-1.85644272966567,-0.0995341337794999,36.6666666666667,-0.0824122812788887,30.4347826086957,"0"
"MIA",2014,"AFC","AFC East",10,0,20,20,0,5,9,0,3,16,20,832,823,9,20.2926829268293,20.0731707317073,-0.764696064348875,-0.253182931320901,40,-0.0746895601760679,16.6666666666667,"0"
"NO",2014,"NFC","NFC South",10,0,22,18,0,10,5,0,2,24,27,1126,983,143,27.4634146341463,23.9756097560976,4.18971487623169,-0.0459617669486488,37.5,-0.0584087011584343,40,"0"
"NYG",2014,"NFC","NFC East",10,0,19,21,0,7,8,0,3,17,38,918,974,-56,22.390243902439,23.7560975609756,-1.47763729395636,-0.0983918092107173,46.2686567164179,-0.0437244920200707,42.1052631578947,"0"
"NYJ",2014,"AFC","AFC East",10,0,15,26,0,5,9,0,4,20,13,745,1027,-282,17.7380952380952,24.452380952381,-5.60621792028715,-0.00225005547260988,37.5,0.159233535312543,34.4827586206897,"0"
"OAK",2014,"AFC","AFC West",10,1,8,32,0,3,10,0,4,17,41,758,1148,-390,18.4878048780488,28,NA,NA,NA,NA,NA,"0"
"PHI",2014,"NFC","NFC East",10,0,20,20,0,7,7,0,2,45,21,1001,1024,-23,24.4146341463415,24.9756097560976,-0.97019435443264,0.0296763065887163,41.3793103448276,0.158736724733173,31.5789473684211,"0"
"PIT",2014,"AFC","AFC North",10,0,22,19,0,9,7,0,1,13,20,976,923,53,23.2380952380952,21.9761904761905,-0.0667823386114896,-0.118694950831554,50,-0.0211848519427015,47.0588235294118,"1"
"SEA",2014,"NFC","NFC West",10,0,29,11,0,7,6,0,1,38,17,1069,667,402,26.0731707317073,16.2682926829268,3.23912786439394,0.327700358787751,61.2903225806452,0.122161728724806,70.7317073170732,"1"
"SF",2014,"NFC","NFC West",10,0,27,12,1,9,5,1,3,27,24,998,747,251,24.3414634146341,18.219512195122,1.24675635056036,-0.0163687376960253,39.7058823529412,-0.0966569166095835,50,"0"
"STL",2014,"NFC","NFC West",10,1,17,22,1,7,7,1,4,14,31,810,963,-153,19.7560975609756,23.4878048780488,NA,NA,NA,NA,NA,"0"
"TB",2014,"NFC","NFC South",10,1,12,28,0,4,11,0,4,17,27,844,1055,-211,20.5853658536585,25.7317073170732,-1.08099892351965,0.0202804737116944,48.5714285714286,0.162986955445903,35,"0"
"TEN",2014,"AFC","AFC South",10,0,15,25,0,4,11,0,4,7,21,836,1075,-239,20.390243902439,26.219512195122,-3.8217743433529,-0.253192210722376,36.3636363636364,-0.193065733620615,27.2727272727273,"0"
"ARI",2014,"NFC","NFC West",11,0,23,18,0,5,9,0,2,14,6,866,857,9,20.6190476190476,20.4047619047619,-5.20069905509384,-0.015844354004567,37.9310344827586,0.156855108401006,21.7391304347826,"1"
"ATL",2014,"NFC","NFC South",11,1,20,21,0,7,8,0,3,19,17,1010,997,13,24.047619047619,23.7380952380952,0.81336104481389,-0.0606948348329015,35.6164383561644,0.0692704978977556,15.3846153846154,"0"
"BUF",2014,"AFC","AFC East",11,1,17,24,0,7,8,0,2,9,22,883,1027,-144,21.0238095238095,24.452380952381,-2.01032631338361,-0.152036246723531,40.9836065573771,-0.121250850029557,38.8888888888889,"0"
"CAR",2014,"NFC","NFC South",11,1,22,19,1,9,5,0,1,17,19,938,904,34,21.8139534883721,21.0232558139535,0.340019409139598,-0.0540007015538647,46.969696969697,-0.0868585745064395,40,"1"
"CHI",2014,"NFC","NFC North",11,1,21,20,0,5,9,0,4,21,13,1035,1045,-10,24.6428571428571,24.8809523809524,-1.19718675446123,0.104337180406933,46.0526315789474,0.221728358909179,37.9310344827586,"0"
"CIN",2014,"AFC","AFC North",11,0,26,14,1,8,7,0,2,27,10,1045,846,199,24.8809523809524,20.1428571428571,0.561512170359492,0.331567803368594,50,0.835564119376984,32.258064516129,"1"
"CLE",2014,"AFC","AFC North",11,0,15,26,0,6,10,0,4,7,23,826,969,-143,19.6666666666667,23.0714285714286,-0.802849902855185,-0.257406227285094,34.2105263157895,-0.212153147445644,30.4347826086957,"0"
"DEN",2014,"AFC","AFC West",11,0,33,8,0,14,1,0,1,7,22,1380,912,468,32.8571428571429,21.7142857142857,6.86639607470247,-0.191948981377423,42.6470588235294,-0.204829133558186,33.3333333333333,"1"
"DET",2014,"NFC","NFC North",11,0,18,23,0,6,8,0,2,6,14,955,969,-14,22.7380952380952,23.0714285714286,-2.14910987854484,-0.179841628969862,32.1428571428571,-0.187690941426888,31.5789473684211,"1"
"GB",2014,"NFC","NFC North",11,0,25,15,1,11,4,1,1,53,20,1180,989,191,28.0952380952381,23.547619047619,2.73247322113398,0.29879600174832,49.2307692307692,0.530854732101108,33.3333333333333,"1"
"HOU",2014,"AFC","AFC South",11,0,18,23,0,7,7,0,2,23,7,921,963,-42,21.9285714285714,22.9285714285714,0.0237650736540847,0.0736710123219906,50,0.223999947351184,46.1538461538462,"0"
"IND",2014,"AFC","AFC South",11,0,28,13,0,13,2,0,1,20,42,1058,976,82,25.1904761904762,23.2380952380952,1.8972138119912,-0.0782970150038854,36.8421052631579,0.013480024374273,21.4285714285714,"1"
"KC",2014,"AFC","AFC West",11,0,19,22,0,3,11,0,2,24,20,882,901,-19,21,21.452380952381,-1.5753473913979,0.122971881731767,67.3913043478261,0.124159028863586,71.4285714285714,"0"
"MIA",2014,"AFC","AFC East",11,1,20,21,0,5,9,0,3,22,9,854,832,22,20.3333333333333,19.8095238095238,-0.698339244290319,0.130807533666013,54.5454545454545,0.135561910172027,56.5217391304348,"0"
"MIN",2014,"NFC","NFC North",11,1,19,21,1,6,7,1,3,13,21,951,1048,-97,22.6428571428571,24.952380952381,-1.10656363801453,-0.0336964745103543,29.7872340425532,-0.117695863652086,21.4285714285714,"0"
"NE",2014,"AFC","AFC East",11,0,31,10,0,12,3,0,1,42,20,1324,887,437,31.5238095238095,21.1190476190476,6.26707313611756,0.435705597849709,63.013698630137,0.420166444168899,68.2926829268293,"1"
"NO",2014,"NFC","NFC South",11,0,22,19,0,10,5,0,2,10,27,1136,1010,126,27.047619047619,24.047619047619,4.07779736099638,0.0157188581221306,42.2535211267606,0.174401045218191,28,"0"
"NYG",2014,"NFC","NFC East",11,0,19,22,0,7,8,0,3,10,16,928,990,-62,22.0952380952381,23.5714285714286,-1.72241480629028,-0.315859968572741,31.4285714285714,-0.3050830716478,23.8095238095238,"0"
"OAK",2014,"AFC","AFC West",11,1,8,33,0,3,11,0,4,6,13,764,1161,-397,18.1904761904762,27.6428571428571,NA,NA,NA,NA,NA,"0"
