"team","season","team_conf","team_division","week","div_game","wins","loss","tie","div_w","div_l","div_t","div_rank","team_score","opponent_score","points_for","points_agg","week_diff","points_per_game","points_agg_game","rolling_earlydown_epa","rolling_epaper_play","rolling_success_play","rolling_db_epa","rolling_rush_success","playoffs"
"NYJ",2014,"AFC","AFC East",13,1,16,27,0,5,10,0,4,13,16,761,1081,-320,17.2954545454545,24.5681818181818,-5.51590892406073,-0.0245115835964966,42.1875,-0.241726232256913,43.4782608695652,"0"
"OAK",2014,"AFC","AFC West",13,0,9,34,0,4,12,0,4,0,52,788,1233,-445,17.9090909090909,28.0227272727273,NA,NA,NA,NA,NA,"0"
"PHI",2014,"NFC","NFC East",13,1,22,21,0,7,7,0,2,33,10,1097,1111,-14,24.9318181818182,25.25,-1.15079044928019,0.18266968942864,52,0.347845725553752,47.5,"0"
"PIT",2014,"AFC","AFC North",13,0,23,20,0,9,7,0,1,32,35,1035,982,53,23.5227272727273,22.3181818181818,0.314512018455408,0.117128137801183,48.8372093023256,0.145916648165972,43.4782608695652,"1"
"SD",2014,"AFC","AFC West",13,0,23,20,0,10,6,0,3,34,33,1025,947,78,23.2954545454545,21.5227272727273,NA,NA,NA,NA,NA,"0"
"SEA",2014,"NFC","NFC West",13,1,31,12,0,8,6,0,1,19,3,1127,697,430,25.6136363636364,15.8409090909091,2.95408532297406,0.0130709611362544,33.8461538461538,0.245637405158223,19.3548387096774,"1"
"SF",2014,"NFC","NFC West",13,1,30,12,1,9,5,1,3,3,19,1034,789,245,23.5,17.9318181818182,0.555873196501333,-0.294493971502387,31.0344827586207,-0.2979593249197,31.25,"0"
"STL",2014,"NFC","NFC West",13,0,18,24,1,7,8,1,4,52,0,908,997,-89,20.6363636363636,22.6590909090909,NA,NA,NA,NA,NA,"0"
"TB",2014,"NFC","NFC South",13,0,13,30,0,4,12,0,4,13,14,897,1097,-200,20.3863636363636,24.9318181818182,-1.38953771725555,-0.20965625271724,33.3333333333333,-0.123471719786585,25,"0"
"TEN",2014,"AFC","AFC South",13,1,15,28,0,4,11,0,4,21,45,905,1190,-285,20.5681818181818,27.0454545454545,-3.67007214259486,-0.270348469316471,46.7741935483871,-0.312998578272527,36.3636363636364,"0"
"WAS",2014,"NFC","NFC East",13,0,16,27,0,6,9,0,4,27,49,1014,1188,-174,23.0454545454545,27,1.03671770529228,-0.0719947472803425,40,0.0387716587414979,31.8181818181818,"0"
"ARI",2014,"NFC","NFC West",14,0,24,20,0,5,10,0,2,17,14,904,919,-15,20.0888888888889,20.4222222222222,-5.04594635963416,0.0676569463530787,44.7761194029851,0.197272374094675,44.8275862068966,"1"
"ATL",2014,"NFC","NFC South",14,0,22,22,0,8,8,0,3,37,43,1100,1084,16,24.4444444444444,24.0888888888889,0.893256841333213,0.358819319537622,54.5454545454545,0.581916232339716,45.8333333333333,"0"
"BAL",2014,"AFC","AFC North",14,0,25,19,0,9,8,0,3,28,13,1074,951,123,23.8666666666667,21.1333333333333,-0.179032675762455,0.335795617586032,57.3770491803279,0.356935321170193,51.8518518518518,"1"
"BUF",2014,"AFC","AFC East",14,0,19,25,0,8,9,0,2,17,24,964,1064,-100,21.4222222222222,23.6444444444444,-2.04540984856625,-0.0162664493716553,45,-0.0559728942323245,58.8235294117647,"0"
"CAR",2014,"NFC","NFC South",14,1,22,21,1,9,6,0,1,41,10,992,945,47,22.0444444444444,21,0.653982994125546,0.272323739858051,47.945205479452,0.352100620911896,39.4736842105263,"1"
"CHI",2014,"NFC","NFC North",14,0,23,21,0,6,10,0,4,28,41,1101,1133,-32,24.4666666666667,25.1777777777778,-1.32792815923443,0.149042616069148,50,0.23246584535974,30.7692307692308,"0"
"CIN",2014,"AFC","AFC North",14,1,29,14,1,8,7,0,2,21,42,1102,914,188,24.4888888888889,20.3111111111111,0.415788457373209,-0.0318451734253999,40.9836065573771,0.153111420584277,26.3157894736842,"1"
"CLE",2014,"AFC","AFC North",14,0,16,28,0,6,10,0,4,24,25,886,1044,-158,19.6888888888889,23.2,-1.18533833645447,-0.226345455541152,28.125,-0.329727698649499,26.6666666666667,"0"
"DAL",2014,"NFC","NFC East",14,0,24,20,0,10,6,0,1,41,28,1158,1133,25,25.7333333333333,25.1777777777778,2.30874556135224,0.400144146507992,53.3333333333333,0.597498406761723,48.4848484848485,"1"
"DEN",2014,"AFC","AFC West",14,0,35,9,0,15,1,0,1,24,17,1472,981,491,32.7111111111111,21.8,6.20661995300276,-0.0649351248615253,45.2830188679245,-0.18926378092422,46.6666666666667,"1"
"DET",2014,"NFC","NFC North",14,0,19,25,0,7,8,0,2,34,17,1032,1037,-5,22.9333333333333,23.0444444444444,-1.82133684743841,0.0769002107016691,43.9393939393939,0.406844081007972,17.8571428571429,"1"
"GB",2014,"NFC","NFC North",14,0,28,15,1,12,4,1,1,43,37,1273,1068,205,28.2888888888889,23.7333333333333,3.04435664405765,0.362414857380885,55.2238805970149,0.503551004062641,46.1538461538462,"1"
"HOU",2014,"AFC","AFC South",14,1,20,24,0,8,7,0,2,27,13,1006,1019,-13,22.3555555555556,22.6444444444444,-0.384703366508782,0.0891617594057417,41.2698412698413,0.0547086734913131,36.8421052631579,"0"
"IND",2014,"AFC","AFC South",14,0,30,14,0,14,2,0,1,25,24,1155,1030,125,25.6666666666667,22.8888888888889,1.41582499321233,-0.166046057859405,43.5897435897436,-0.234887795707956,53.3333333333333,"1"
"JAX",2014,"AFC","AFC South",14,1,8,36,0,5,10,0,3,13,27,701,1249,-548,15.5777777777778,27.7555555555556,-5.69267607057214,-0.172461197613448,32.3943661971831,-0.162244743916801,28.5714285714286,"0"
"KC",2014,"AFC","AFC West",14,0,20,24,0,3,13,0,2,14,17,932,971,-39,20.7111111111111,21.5777777777778,-1.31924669532908,-0.0412411759771203,35.9375,-0.108833777383255,26.6666666666667,"0"
"MIA",2014,"AFC","AFC East",14,0,22,22,0,7,9,0,3,13,28,919,912,7,20.4222222222222,20.2666666666667,-0.669884209074683,-0.104101408320853,39.2857142857143,-0.097841708112787,40,"0"
"MIN",2014,"NFC","NFC North",14,0,20,23,1,6,9,1,3,30,24,1033,1109,-76,22.9555555555556,24.6444444444444,-1.0269250928866,0.246446464508972,50.8474576271186,0.489278481351216,46.1538461538462,"0"
"NE",2014,"AFC","AFC East",14,0,33,11,0,12,3,0,1,23,14,1402,936,466,31.1555555555556,20.8,6.16148458820798,-0.0660915045849035,45.4545454545455,0.0405231368865362,30.7692307692308,"1"
"NO",2014,"NFC","NFC South",14,1,23,21,0,10,5,0,2,10,41,1208,1117,91,26.8444444444444,24.8222222222222,4.20576636870998,-0.254212348011464,41.4285714285714,-0.360549898372535,56.25,"0"
"NYG",2014,"NFC","NFC East",14,0,19,25,0,7,9,0,3,36,7,1016,1053,-37,22.5777777777778,23.4,-1.74997686319709,0.00448012550054596,47.2222222222222,-0.0116119348816252,42.8571428571429,"0"
"NYJ",2014,"AFC","AFC East",14,0,16,28,0,5,11,0,4,24,30,785,1111,-326,17.4444444444444,24.6888888888889,-5.67936664444698,-0.0463105117595565,42.3076923076923,0.192075429929643,40,"0"
"OAK",2014,"AFC","AFC West",14,0,9,35,0,4,12,0,4,24,13,812,1246,-434,18.0444444444444,27.6888888888889,NA,NA,NA,NA,NA,"0"
"PHI",2014,"NFC","NFC East",14,0,23,21,0,8,7,0,2,14,24,1111,1135,-24,24.6888888888889,25.2222222222222,-1.43627077505682,-0.403284212411128,28.2608695652174,-0.356008360604756,28.5714285714286,"0"
"PIT",2014,"AFC","AFC North",14,1,23,21,0,9,7,0,1,42,21,1077,1003,74,23.9333333333333,22.2888888888889,0.675722872389308,0.308193148548289,49.2957746478873,0.465413381035604,38.7096774193548,"1"
"SD",2014,"AFC","AFC West",14,0,24,20,0,10,6,0,3,14,23,1039,970,69,23.0888888888889,21.5555555555556,NA,NA,NA,NA,NA,"0"
"SEA",2014,"NFC","NFC West",14,0,32,12,0,9,6,0,1,24,14,1151,711,440,25.5777777777778,15.8,3.0757889907096,0.053976835595696,42.3529411764706,0.200280224509569,34.1463414634146,"1"
"SF",2014,"NFC","NFC West",14,0,30,13,1,9,6,1,3,13,24,1047,813,234,23.2666666666667,18.0666666666667,0.494056422139249,-0.0385989741974044,46.6666666666667,-0.0317330151194156,56.25,"0"
"STL",2014,"NFC","NFC West",14,0,19,24,1,7,8,1,4,24,0,932,997,-65,20.7111111111111,22.1555555555556,NA,NA,NA,NA,NA,"0"
"TB",2014,"NFC","NFC South",14,0,13,31,0,4,12,0,4,17,34,914,1131,-217,20.3111111111111,25.1333333333333,-1.47784041578301,-0.17470111431893,34.375,-0.0302945536645738,18.1818181818182,"0"
"TEN",2014,"AFC","AFC South",14,0,15,29,0,4,12,0,4,7,36,912,1226,-314,20.2666666666667,27.2444444444444,-3.90696936888709,-0.498371743022867,31.5789473684211,-0.551609622342019,9.09090909090909,"0"
"WAS",2014,"NFC","NFC East",14,0,16,28,0,6,9,0,4,0,24,1014,1212,-198,22.5333333333333,26.9333333333333,0.854708157310254,-0.341826521783348,31.5789473684211,-0.296462173080848,25,"0"
"ARI",2014,"NFC","NFC West",15,1,25,20,0,5,10,0,2,12,6,916,925,-9,19.9130434782609,20.1086956521739,-5.12916236022039,-0.151214899578772,29.8507462686567,-0.274286232778985,32.258064516129,"1"
"ATL",2014,"NFC","NFC South",15,0,22,23,0,8,8,0,3,20,27,1120,1111,9,24.3478260869565,24.1521739130435,0.802874015631278,0.0225723673500877,45,0.137872964070109,33.3333333333333,"0"
"BAL",2014,"AFC","AFC North",15,0,26,19,0,9,8,0,3,20,12,1094,963,131,23.7826086956522,20.9347826086957,-0.267584096855111,-0.0171338846698571,43.3333333333333,0.160080619132648,26.9230769230769,"1"
"BUF",2014,"AFC","AFC East",15,0,19,26,0,8,9,0,2,21,13,985,1077,-92,21.4130434782609,23.4130434782609,-2.17314007409163,-0.214365054034248,32.3076923076923,-0.35151608510062,38.7096774193548,"0"
"CAR",2014,"NFC","NFC South",15,1,23,21,1,10,6,0,1,19,17,1011,962,49,21.9782608695652,20.9130434782609,0.634661221128504,0.0074793490214571,48.6842105263158,0.18064752361119,41.3793103448276,"1"
"CHI",2014,"NFC","NFC North",15,0,23,22,0,6,10,0,4,15,31,1116,1164,-48,24.2608695652174,25.304347826087,-1.28305001408682,-0.275184687342456,41.6666666666667,-0.366071966927848,50,"0"
"CIN",2014,"AFC","AFC North",15,1,29,15,1,8,8,0,2,30,0,1132,914,218,24.6086956521739,19.8695652173913,0.347091643052408,0.142243559567587,44.5945945945946,-0.156180815014161,50,"1"
"CLE",2014,"AFC","AFC North",15,1,16,29,0,6,10,0,4,0,30,886,1074,-188,19.2608695652174,23.3478260869565,-1.41170020182574,-0.48060929142992,33.3333333333333,-0.594695784729473,35.7142857142857,"0"
"DAL",2014,"NFC","NFC East",15,1,25,20,0,10,6,0,1,38,27,1196,1160,36,26,25.2173913043478,2.38082298985903,0.186953014968699,45.5696202531646,0.526348725436567,38.4615384615385,"1"
"DEN",2014,"AFC","AFC West",15,1,36,9,0,15,1,0,1,22,10,1494,991,503,32.4782608695652,21.5434782608696,6.21383271735549,0.0788602644798279,45.4545454545455,0.628484530628689,36.5853658536585,"1"
"DET",2014,"NFC","NFC North",15,1,20,25,0,7,8,0,2,16,14,1048,1051,-3,22.7826086956522,22.8478260869565,-1.79721258674903,-0.158185398184635,33.3333333333333,-0.158058696384114,33.3333333333333,"1"
"GB",2014,"NFC","NFC North",15,0,29,15,1,12,4,1,1,13,21,1286,1089,197,27.9565217391304,23.6739130434783,2.90999690149939,-0.14398891056489,38.0281690140845,-0.248498682081372,41.6666666666667,"1"
"HOU",2014,"AFC","AFC South",15,1,21,24,0,9,7,0,2,10,17,1016,1036,-20,22.0869565217391,22.5217391304348,-0.550949141483057,-0.281414032174575,37.5,-0.0491205621656263,35,"0"
